codigo_comuna,comuna_retc,establecimiento,rubro,emision_ton_total,contaminantes,nombre_comuna,ranking_v2,cai_v2
09202,Collipulli,PLYWOOD,Industria de la madera y silvicultura,1.38836685708778,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Collipulli,8,64.20683147632401
09202,Collipulli,HOSPITAL SAN AGUSTÍN DE COLLIPULLI,Otras actividades,1.077236781074397,"Arsenic | Cadmium | Carbon monoxide | Lead | Mercury | Nitrogen oxides (NOx) | Sulfur dioxide | PM10, primary | PM2.5, primary",Collipulli,8,64.20683147632401
09202,Collipulli,PLANTA MININCO,"Industria química, de plástico y caucho",0.8086185996203601,Carbon monoxide | Nitrogen oxides (NOx),Collipulli,8,64.20683147632401
09202,Collipulli,COLLIPULLI,Otras actividades,0.691835139399779,Carbon monoxide | Nitrogen oxides (NOx),Collipulli,8,64.20683147632401
09202,Collipulli,FAENAS DE PARQUE EOLICO MALLECO,Otras centrales de generación eléctrica,0.623583923003359,Carbon monoxide | Nitrogen oxides (NOx),Collipulli,8,64.20683147632401
09202,Collipulli,PLANTA ELEVADORA DE AGUA POTABLE - COLLIPULLI,"Captación, tratamiento y distribución de agua",0.35304173017426,Carbon monoxide | Nitrogen oxides (NOx),Collipulli,8,64.20683147632401
09202,Collipulli,UNIMARC COLLIPULLI,Comercio minorista,0.1371639137379341,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Collipulli,8,64.20683147632401
09202,Collipulli,PLANTA DE TRATAMIENTO DE AGUA POTABLE - COLLIPULLI,"Captación, tratamiento y distribución de agua",0.118208292315447,Carbon monoxide | Nitrogen oxides (NOx),Collipulli,8,64.20683147632401
09202,Collipulli,Sala Cuna y Jardín Infantil Peumayen,Otras actividades,0.11799443481214797,Arsenic | Cadmium | Carbon monoxide | Lead | Mercury | Nitrogen oxides (NOx) | Sulfur dioxide,Collipulli,8,64.20683147632401
09202,Collipulli,Sala Cuna y Jardín Rayun del Malleco,Otras actividades,0.11799443481214797,Arsenic | Cadmium | Carbon monoxide | Lead | Mercury | Nitrogen oxides (NOx) | Sulfur dioxide,Collipulli,8,64.20683147632401
09202,Collipulli,PLANTA ELEVADORA DE AGUA POTABLE - MININCO,"Captación, tratamiento y distribución de agua",0.08091639057307401,Carbon monoxide | Nitrogen oxides (NOx),Collipulli,8,64.20683147632401
09202,Collipulli,SUPERMERCADOS EL TRÉBOL COLLIPULLI,Comercio minorista,0.06979843920526456,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Collipulli,8,64.20683147632401
09202,Collipulli,PLANTA DE TRATAMIENTO DE AGUA POTABLE - MININCO,"Captación, tratamiento y distribución de agua",0.044855825208986504,Carbon monoxide | Nitrogen oxides (NOx),Collipulli,8,64.20683147632401
09202,Collipulli,SUPER BODEGA ACUENTA ALCAZAR,Comercio minorista,0.038101065648103796,Carbon monoxide | Nitrogen oxides (NOx),Collipulli,8,64.20683147632401
09202,Collipulli,FISCALIA LOCAL DE COLLIPULLI,Otras actividades,0.03658884190585117,"Arsenic | Cadmium | Carbon monoxide | Lead | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Collipulli,8,64.20683147632401
09202,Collipulli,PLANTA REELEVADORA DE AGUA POTABLE -SANTA LUCIA- COLLIPULLI,"Captación, tratamiento y distribución de agua",0.0292882152835151,Carbon monoxide | Nitrogen oxides (NOx),Collipulli,8,64.20683147632401
09202,Collipulli,VIDADIAL COLLIPULLI,Otras actividades,0.0215483866200032,Carbon monoxide | Nitrogen oxides (NOx),Collipulli,8,64.20683147632401
09202,Collipulli,HOSPEDAJE SANTA AMELIA,Industria de la madera y silvicultura,0.0175201576110391,Carbon monoxide | Nitrogen oxides (NOx),Collipulli,8,64.20683147632401
09202,Collipulli,PLANTA ELEVADORA DE AGUAS SERVIDAS -MICHIGAN-COLLIPULLI,"Captación, tratamiento y distribución de agua",0.0147056744606719,Carbon monoxide | Nitrogen oxides (NOx),Collipulli,8,64.20683147632401
09202,Collipulli,PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS COLLIPULLI,"Captación, tratamiento y distribución de agua",0.014512178744084201,Carbon monoxide | Nitrogen oxides (NOx),Collipulli,8,64.20683147632401
09202,Collipulli,PLANTA ELEVADORA DE AGUAS SERVIDAS ESTADIO COLLIPULLI,"Captación, tratamiento y distribución de agua",0.0116537192944916,Carbon monoxide | Nitrogen oxides (NOx),Collipulli,8,64.20683147632401
09202,Collipulli,PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS MININCO.,"Captación, tratamiento y distribución de agua",0.0104663592154302,Carbon monoxide | Nitrogen oxides (NOx),Collipulli,8,64.20683147632401
09202,Collipulli,JUZGADO DE LETRAS Y GARANTÍA DE COLLIPULLI,Otras actividades,0.00527715590693956,Carbon monoxide | Nitrogen oxides (NOx),Collipulli,8,64.20683147632401
09202,Collipulli,SUCURSAL COLLIPULLI,Otras actividades,0.00267522486949018,Carbon monoxide | Nitrogen oxides (NOx),Collipulli,8,64.20683147632401
09103,Cunco,HOSPITAL DOCTOR EDUARDO GONZALEZ GALENO DE CUNCO,Otras actividades,780.4119150923328,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Cunco,9,58.15614665146414
09103,Cunco,PISCICULTURA CURACALCO,Pesca y acuicultura,3.1766719507807886,Carbon monoxide | Nitrogen oxides (NOx),Cunco,9,58.15614665146414
09103,Cunco,PISCICULTURA LAS VERTIENTES,Pesca y acuicultura,2.23197309084014,Carbon monoxide | Nitrogen oxides (NOx),Cunco,9,58.15614665146414
09103,Cunco,PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS CUNCO,"Captación, tratamiento y distribución de agua",0.227005656596853,Carbon monoxide | Nitrogen oxides (NOx),Cunco,9,58.15614665146414
09103,Cunco,PISCICULTURA LOS LAURELES,Pesca y acuicultura,0.185579982727378,Carbon monoxide | Nitrogen oxides (NOx),Cunco,9,58.15614665146414
09103,Cunco,Embotelladora y comercializadora Agua Santa Amalia,Otras industrias manufactureras,0.17168347217243698,Carbon monoxide | Nitrogen oxides (NOx),Cunco,9,58.15614665146414
09103,Cunco,Sala Cuna Cumbres Magicas,Otras actividades,0.05899721740607503,Arsenic | Cadmium | Carbon monoxide | Lead | Mercury | Nitrogen oxides (NOx) | Sulfur dioxide,Cunco,9,58.15614665146414
09103,Cunco,PLANTA ELEVADORA DE AGUAS SERVIDAS SANTA MARIA -CUNCO,"Captación, tratamiento y distribución de agua",0.0369664771281122,Carbon monoxide | Nitrogen oxides (NOx),Cunco,9,58.15614665146414
09103,Cunco,PLANTA TRATAMIENTO DE AGUA POTABLE -CUNCO,"Captación, tratamiento y distribución de agua",0.0280129026060044,Carbon monoxide | Nitrogen oxides (NOx),Cunco,9,58.15614665146414
09103,Cunco,BANCO DEL ESTADO DE CHILE - SUCURSAL CUNCO,Otras actividades,0.00267522486949018,Carbon monoxide | Nitrogen oxides (NOx),Cunco,9,58.15614665146414
09103,Cunco,SUPERMERCADOS EL TREBOL CUNCO,Comercio minorista,0.0023863852609279693,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Cunco,9,58.15614665146414
02301,Tocopilla,CENTRAL TERMICA TOCOPILLA,Termoeléctricas,245.13632000139822,Carbon monoxide | Nitrogen oxides (NOx) | Arsenic | Cadmium | Lead | Mercury | Sulfur dioxide,Tocopilla,10,49.2786887817149
02301,Tocopilla,CENTRAL TERMOELÉCTRICA NUEVA TOCOPILLA,Termoeléctricas,29.412632528962334,"Arsenic | Cadmium | Carbon monoxide | Lead | Mercury | PM2.5, primary",Tocopilla,10,49.2786887817149
02301,Tocopilla,PODER DE COMPRA BARRILES TOCOPILLA,Otras industrias manufactureras,9.40758583530128,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,Caleta Urco,Construcción,0.6515528493101379,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,Ruta B12,Construcción,0.540556670067506,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,Ruta B150,Construcción,0.132192755468839,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,UNIMARC TOCOPILLA II,Comercio minorista,0.095491392601765,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,DEPÓSITO DE CENIZAS BARRILES,Termoeléctricas,0.08971165041797301,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,CENTRAL DIESEL TAMAYA,Termoeléctricas,0.08865621923658501,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,Planta Desaladora Tocopilla,"Captación, tratamiento y distribución de agua",0.0747597086816448,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,ELECDA TOCOPILLA,Otras actividades,0.062090136875066995,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,F 3 COSTANERA,Comercio minorista,0.0497635802024406,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,UNIMARC TOCOPILLA I,Comercio minorista,0.0437668882758081,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,TOCOPILLA SUR,Otras actividades,0.0321026984338824,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,TOCOPILLA,Otras actividades,0.030607504260250128,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,ABCDIN Tocopilla,Comercio minorista,0.0188306513279299,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,PPTAS Tocopilla,"Captación, tratamiento y distribución de agua",0.016824188699512597,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,PEAS Sur Tocopilla,"Captación, tratamiento y distribución de agua",0.0167109937053092,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,PEAS Americana Tocopilla,"Captación, tratamiento y distribución de agua",0.0160073729177164,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,TK Esmeralda,"Captación, tratamiento y distribución de agua",0.0128920918806535,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,ASOCIACIÓN CHILENA DE SEGURIDAD TOCOPILLA,Otras actividades,0.0111699800030221,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,BANCO DE CHILE  TOCOPILLA,Otras actividades,0.0096747858293892,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,PEAS Guanaye (Tres Marías 2),"Captación, tratamiento y distribución de agua",0.00316629354416374,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,MUTUAL DE SEGURIDAD CCHC TOCOPILLA,Otras actividades,0.00226163824583125,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,PEAS Coloso (Tres Marías 3),"Captación, tratamiento y distribución de agua",0.00175905196897982,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
02301,Tocopilla,SUCURSAL TOCOPILLA,Otras actividades,2.8689299970267e-4,Carbon monoxide | Nitrogen oxides (NOx),Tocopilla,10,49.2786887817149
08102,Coronel,COMPLEJO TERMOELECTRICO SANTA MARIA,Termoeléctricas,133.56549387704382,"Arsenic | Cadmium | Carbon monoxide | Lead | PM2.5, primary | Mercury",Coronel,11,44.22836471141339
08102,Coronel,"ELÉCTRICA NUEVA ENERGÍA S.A.,  CENTRAL ESCUADRÓN",Termoeléctricas,54.741561877945976,"Arsenic | Cadmium | Carbon monoxide | Lead | Mercury | PM2.5, primary",Coronel,11,44.22836471141339
08102,Coronel,CENTRAL  SANTA MARIA,Termoeléctricas,43.681745972292,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,PLANTA DE PESCA,Otras industrias manufactureras,36.31916348087114,"Carbon monoxide | Nitrogen oxides (NOx) | Arsenic | Cadmium | Lead | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,PLANTA CORONEL,Otras industrias manufactureras,16.561062775975955,"Carbon monoxide | Arsenic | Cadmium | Lead | Mercury | PM2.5, primary | Nitrogen oxides (NOx) | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,ITI CHILE S.A. PLANTA REMANUFACTURA,Industria de la madera y silvicultura,15.770894178059882,"Arsenic | Cadmium | Carbon monoxide | Lead | Mercury | Nitrogen oxides (NOx) | Sulfur dioxide | PM10, primary | PM2.5, primary",Coronel,11,44.22836471141339
08102,Coronel,Complejo Pesquero Industrial Coronel,Otras industrias manufactureras,15.147751049318158,"Arsenic | Cadmium | Carbon monoxide | Lead | Mercury | PM10, primary | PM2.5, primary | Sulfur dioxide | Nitrogen oxides (NOx)",Coronel,11,44.22836471141339
08102,Coronel,CÍA PUERTO DE CORONEL S A,Otras actividades,5.352567600027406,"Arsenic | Cadmium | Carbon monoxide | Lead | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,SITIO DE ACOPIO DE CENIZAS CTSM,Termoeléctricas,5.061935898534873,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,MAR FUSION Ex Azul Profundo,Otras industrias manufactureras,4.816115328067574,"Arsenic | Cadmium | Carbon monoxide | Lead | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide | Mercury",Coronel,11,44.22836471141339
08102,Coronel,PLANTA  CORONEL,Otras industrias manufactureras,4.683962144841982,"Carbon monoxide | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,CENTRAL CORONEL,Termoeléctricas,2.8901733136255863,Carbon monoxide | Nitrogen oxides (NOx) | Arsenic | Cadmium | Lead | Mercury,Coronel,11,44.22836471141339
08102,Coronel,INDUSTRIAL MAULE LTDA,Otras industrias manufactureras,2.832970043127064,"Carbon monoxide | Nitrogen oxides (NOx) | Arsenic | Cadmium | Lead | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,EWOS CHILE ALIMENTOS LIMITADA,Otras industrias manufactureras,2.719870752304899,"Carbon monoxide | Nitrogen oxides (NOx) | Arsenic | Cadmium | Lead | Mercury | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,CÍA. PUERTO DE CORONEL S.A. FUNDO EL MANCO,Otras actividades,2.658895003711555,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,PLANTA POLPAICO CORONEL,"Producción de cemento, cal y yeso",2.0927526199210735,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,Hospital Coronel,Construcción,1.906812334374174,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,BLUMAR CORONEL,Otras industrias manufactureras,1.4232085011180111,"Arsenic | Cadmium | Carbon monoxide | Lead | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide | Mercury",Coronel,11,44.22836471141339
08102,Coronel,GEOMAR,Pesca y acuicultura,1.4077530715485411,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,AISLAPANEL S.A.,"Industria química, de plástico y caucho",1.1666914959573207,"Arsenic | Cadmium | Carbon monoxide | Lead | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,HOSPITAL DE CORONEL,Otras actividades,0.8017088017565803,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide | Arsenic | Cadmium | Lead",Coronel,11,44.22836471141339
08102,Coronel,COINFA LIMITADA,Otras industrias manufactureras,0.6965739295430663,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,PESQUERA FIORDO AUSTRAL S A,Otras industrias manufactureras,0.6796296208197113,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,Frigorífico Escuadrón,Pesca y acuicultura,0.6596444883674499,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,PESQUERA TUBUL SA,Otras industrias manufactureras,0.6171898812347807,"Arsenic | Cadmium | Carbon monoxide | Lead | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,SUBESTACIÓN LAGUNILLAS,Otras actividades,0.60977888315081,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,MALTEXCO CORONEL,Otras industrias manufactureras,0.56421472078601,Carbon monoxide,Coronel,11,44.22836471141339
08102,Coronel,FUNDICION INDUSTRIAL BIO BIO,Otras industrias manufactureras,0.5630725352704533,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,PORTUARIA CABO FROWARD SA,Otras actividades,0.552500632936889,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,"COMERCIAL Y CONSERVERA, SAN LAZARO, LIMITADA",Pesca y acuicultura,0.525077012740488,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,FPC PAPELES SPA,Otras industrias manufactureras,0.4958917067957398,"Arsenic | Cadmium | Carbon monoxide | Lead | Mercury | PM10, primary | PM2.5, primary | Sulfur dioxide | Nitrogen oxides (NOx)",Coronel,11,44.22836471141339
08102,Coronel,RESINAS DEL BÍO-BÍO S.A,"Industria química, de plástico y caucho",0.45094343126790254,"Carbon monoxide | Nitrogen oxides (NOx) | Arsenic | Lead | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,PTAP PIC,"Captación, tratamiento y distribución de agua",0.409607815633879,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,EMISARIO CORONEL NORTE,"Captación, tratamiento y distribución de agua",0.405285573652965,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,OXIQUIM S.A.,"Industria química, de plástico y caucho",0.3656700005065628,"Carbon monoxide | Nitrogen oxides (NOx) | Arsenic | Cadmium | Lead | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,INDUSTRIA PROCESADORA DE ACEITES Y GRASAS SA,Otras industrias manufactureras,0.33566991216047126,"Carbon monoxide | Nitrogen oxides (NOx) | Arsenic | Cadmium | Lead | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,ANDRITZ FABRICS AND ROLLS SPA,Otras industrias manufactureras,0.3082589026263247,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,PTAS CORONEL,Gestores de residuos,0.23506378990237198,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,UNIMARC EL VOLCAN,Comercio minorista,0.19381116127225126,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,LIDER CORONEL,Comercio minorista,0.1929533736760426,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,CENTRO DISTRIBUCIÓN CORONEL,Comercio mayorista,0.182589594380109,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,E983 - EASY CORONEL,Comercio minorista,0.176960628079373,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,PEAS GALILEA,"Captación, tratamiento y distribución de agua",0.175905196897982,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,BASE CORONEL,Otras actividades,0.130345750901405,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,UNIMARC CORONEL II,Comercio minorista,0.1176889531627,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,PLANTA CORONEL,"Industria química, de plástico y caucho",0.1074197947298424,"Arsenic | Cadmium | Carbon monoxide | Lead | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,FPC TISSUE SpA,Industria del papel y celulosa,0.0939333751435239,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,PEAS ESCUADRON,"Captación, tratamiento y distribución de agua",0.087952598448993,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
