codigo_comuna,comuna_retc,establecimiento,rubro,emision_ton_total,contaminantes,nombre_comuna,ranking_v2,cai_v2
08102,Coronel,EMISARIO CORONEL SUR,"Captación, tratamiento y distribución de agua",0.08422340827475601,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,PTH CORONEL,Gestores de residuos,0.083818826321891,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,BIOFOREST,Industria de la madera y silvicultura,0.08226832266543374,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,UNIMARC CORONEL III,Comercio minorista,0.07823884039652393,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,PTAP LA PEÑA CORONEL,"Captación, tratamiento y distribución de agua",0.063325870883275,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,PEAS ORIENTE,"Captación, tratamiento y distribución de agua",0.057902127312254,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,SUPER BODEGA ACUENTA CORONEL,Comercio minorista,0.05393973711593241,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,CENTRO ESCUADRÓN,Comercio minorista,0.0532113220616406,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,BB GALVANIZADORA OCHO,Otras industrias manufactureras,0.0465154069773399,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,FILE 515,Comercio minorista,0.0443281096182929,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,HOMECENTER CORONEL,Comercio mayorista,0.0422172472555165,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,X983 - PARIS EXPRESS CORONEL,Comercio minorista,0.0419533894601697,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,NORAMCO,Industria de la madera y silvicultura,0.0402131354970231,Arsenic | Cadmium | Carbon monoxide | Lead | Mercury | Nitrogen oxides (NOx) | Sulfur dioxide,Coronel,11,44.22836471141339
08102,Coronel,CORONEL II,Otras actividades,0.0231315333920851,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,PEAP BUEN RETIRO,"Captación, tratamiento y distribución de agua",0.0219529685728682,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,N983 - SISA CORONEL - CORONEL,Comercio minorista,0.019807116399498427,"Carbon monoxide | Nitrogen oxides (NOx) | Arsenic | Cadmium | Lead | Mercury | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,TAPEL WILLAMETTE INC SA,"Industria química, de plástico y caucho",0.017998619746602,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,CORONEL,Comercio minorista,0.0170715993589499,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,EMBOTELLADORA EMBOSUR LTDA.,Otras industrias manufactureras,0.014207978552012656,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide | Arsenic | Cadmium | Lead",Coronel,11,44.22836471141339
08102,Coronel,JUZGADO DE FAMILIA CORONEL,Otras actividades,0.0113458851999201,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,CORONEL,Otras actividades,0.0105543118138792,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,REMANUFACTURA CORONEL,Industria de la madera y silvicultura,0.010267725548565304,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,JUZGADO DE GARANTIA DE CORONEL,Otras actividades,0.009729211610997032,"Arsenic | Cadmium | Carbon monoxide | Lead | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,N679 - SISA CORONEL-MANUEL MONTT,Comercio minorista,0.0096747858293892,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,EDIFICIO DE TRIBUNALES DE CORONEL,Otras actividades,0.009434746260015593,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Coronel,11,44.22836471141339
08102,Coronel,UNIMARC CORONEL,Comercio minorista,0.0076434996271149,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,POLICLINIO ACHS CORONEL,Otras actividades,0.00527715590693956,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,SERVICIOS INTEGRAL M & O LIMITADA,Comercio minorista,0.00501329811159266,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,Quimtec Ltda,Comercio mayorista,0.00334219874106174,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,BANCO DEL ESTADO DE CHILE - SUCURSAL CORONEL,Otras actividades,0.0019810275745892397,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,PEAS PIC,"Captación, tratamiento y distribución de agua",0.00177999306384866,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,MUTUAL DE SEGURIDAD CORONEL,Otras actividades,0.00125646569212849,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,SOLCROM SA,"Industria química, de plástico y caucho",0.0011433837798369099,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
08102,Coronel,ACO ARAUCO CORONEL,Otras actividades,0.00108181696092261,Carbon monoxide | Nitrogen oxides (NOx),Coronel,11,44.22836471141339
12302,Primavera,SOMBRERO,Minería,141.67914187012886,"Arsenic | Cadmium | Carbon monoxide | Lead | Mercury | PM10, primary | PM2.5, primary | Sulfur dioxide | Nitrogen oxides (NOx)",Primavera,12,39.18803244191257
12302,Primavera,PISCICULTURA TIERRA DEL FUEGO,Pesca y acuicultura,76.10415210153596,Carbon monoxide | Nitrogen oxides (NOx),Primavera,12,39.18803244191257
12302,Primavera,ONAISIN CERRO SOMBRERO,Otras actividades,0.58048714976336,Carbon monoxide | Nitrogen oxides (NOx),Primavera,12,39.18803244191257
05103,Concón,EMPRESA NACIONAL DEL PETRÓLEO (ENAP),Refinería de petróleo,53785.64516930588,"Carbon monoxide | Nitrogen oxides (NOx) | Arsenic | Cadmium | Lead | Mercury | PM2.5, primary | PM10, primary",Concón,13,37.33123982411963
05103,Concón,PLANTA CO GENERADORA,Otras actividades,170.9436938182088,Carbon monoxide | Sulfur dioxide,Concón,13,37.33123982411963
05103,Concón,PLANTA CONCON,"Industria química, de plástico y caucho",29.01535446345153,"Arsenic | Cadmium | Carbon monoxide | Lead | Mercury | PM10, primary | PM2.5, primary | Sulfur dioxide | Nitrogen oxides (NOx)",Concón,13,37.33123982411963
05103,Concón,CENTRAL COLMITO,Termoeléctricas,11.23245522131015,Carbon monoxide | Arsenic | Cadmium | Lead | Mercury,Concón,13,37.33123982411963
05103,Concón,Planta Concón,Otras industrias manufactureras,5.693934819758565,"Arsenic | Cadmium | Carbon monoxide | Lead | Mercury | PM2.5, primary",Concón,13,37.33123982411963
05103,Concón,FÁBRICA CONCÓN,"Industria química, de plástico y caucho",3.6706522247295252,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Concón,13,37.33123982411963
05103,Concón,PLANTA DE AGUA POTABLE CONCON,"Captación, tratamiento y distribución de agua",1.301258694052852,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,SONACOL CENTRAL CONCON,Otras actividades,1.1992336798520238,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,PLANTA CON CON,Termoeléctricas,0.924645667494264,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,PLANTA CONCON,Otras industrias manufactureras,0.5798649710838104,"Arsenic | Cadmium | Carbon monoxide | Lead | Mercury | PM2.5, primary | Sulfur dioxide | Nitrogen oxides (NOx) | PM10, primary",Concón,13,37.33123982411963
05103,Concón,DEPOSITOS ASFALTICOS SA,Refinería de petróleo,0.29349668594822415,"Arsenic | Carbon monoxide | Lead | PM10, primary | PM2.5, primary | Sulfur dioxide",Concón,13,37.33123982411963
05103,Concón,VR006  CONCON  2  PCS,Otras actividades,0.267639757080285,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,LIDER CONCÓN,Comercio minorista,0.17847327774846475,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Concón,13,37.33123982411963
05103,Concón,CON CON,Otras actividades,0.14424226145635322,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,TECNOELECTRICA VALPARAISO,Otras industrias manufactureras,0.136766290588185,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,RESIDENCIA MONTEMAR,Otras actividades,0.11486455293976935,"Arsenic | Cadmium | Carbon monoxide | Lead | Mercury | PM10, primary | PM2.5, primary | Sulfur dioxide | Nitrogen oxides (NOx)",Concón,13,37.33123982411963
05103,Concón,TOTTUS CONCON,Comercio minorista,0.10767927083988185,"Carbon monoxide | Nitrogen oxides (NOx) | Arsenic | Cadmium | Lead | Mercury | PM10, primary | PM2.5, primary | Sulfur dioxide",Concón,13,37.33123982411963
05103,Concón,ESTACIÓN ELEVADORA DE AGUA POTABLE EDUARDO AGUIRRE,"Captación, tratamiento y distribución de agua",0.105692637556156,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,EXPRESS CONCON,Comercio minorista,0.1049344469695582,"Carbon monoxide | Nitrogen oxides (NOx) | Arsenic | Cadmium | Lead | Mercury | PM10, primary | PM2.5, primary | Sulfur dioxide",Concón,13,37.33123982411963
05103,Concón,PLANTA LIPIGAS CON CON,Otras actividades,0.09309065251753362,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Concón,13,37.33123982411963
05103,Concón,PLANTA COPEC CONCON,Comercio mayorista,0.07382455405250485,"Arsenic | Cadmium | Carbon monoxide | Lead | Mercury | PM10, primary | PM2.5, primary | Sulfur dioxide | Nitrogen oxides (NOx)",Concón,13,37.33123982411963
05103,Concón,ESTACION ELEVADORA DE AGUAS SERVIDAS PEDRO DE VALDIVIA,Plantas de tratamiento de aguas servidas,0.052718787510326,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,File 711,Comercio minorista,0.043800394027598305,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,J739 - JUMBO BOSQUE MONTEMAR,Comercio minorista,0.0416895316648229,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,PLANTA DE AGUAS SERVIDAS HIGUERILLAS,Plantas de tratamiento de aguas servidas,0.032190651032332,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,PLANTA DE AGUAS SERVIDAS CONCON ORIENTE,Plantas de tratamiento de aguas servidas,0.031662935441637396,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,ARIDOS CON CON,Otras industrias manufactureras,0.0281448315036783,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,ESTACIÓN ELEVADORA DE AGUAS SERVIDAS EMBONOR,Plantas de tratamiento de aguas servidas,0.023298643329138002,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,COSTANERA DE REÑACA,Otras actividades,0.019349571658778198,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,ESTACION ELEVADORA DE AGUAS SERVIDAS BORGONO,Plantas de tratamiento de aguas servidas,0.0181182352804928,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,ESTACION ELEVADORA DE AGUAS SERVIDAS PLAYA NEGRA,Plantas de tratamiento de aguas servidas,0.0164471359099614,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,ESTACION ELEVADORA DE AGUAS SERVIDAS ACONCAGUA,Plantas de tratamiento de aguas servidas,0.0150838706340021,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,N694 - SISA CON CON-AV. MANANTIALES,Comercio minorista,0.014491878203969367,"Carbon monoxide | Nitrogen oxides (NOx) | Arsenic | Cadmium | Lead | Mercury | PM10, primary | PM2.5, primary | Sulfur dioxide",Concón,13,37.33123982411963
05103,Concón,PLANTA READY MIX CONCÓN,Otras industrias manufactureras,0.012225411184410501,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,ESTACIÓN ELEVADORA DE AGUAS SERVIDAS EDELWEISS,Plantas de tratamiento de aguas servidas,0.0089623697819524,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,F 92 BORGONO,Comercio minorista,0.0087952598448993,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,BANCO DEL ESTADO DE CHILE - SUCURSAL CON CON,Otras actividades,0.0028249536978022,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,FERRETERIA HIGUERILLAS,Comercio minorista,0.00175905196897982,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,SCOTIABANK VIÑA DEL MAR  (EDM ELUCHANS 2030 L5 Y L6,Otras actividades,0.00175905196897982,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,SUBESTACIÓN TORQUEMADA,Otras actividades,0.00105543118138792,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,BANCO DE CHILE CON CON,Otras actividades,8.7952598448993e-4,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
05103,Concón,CENTRO MEDICO BOSQUES CLÍNICA CIUDAD DEL MAR,Otras actividades,2.11086236277582e-4,Carbon monoxide | Nitrogen oxides (NOx),Concón,13,37.33123982411963
16206,Ránquil,NUEVA ALDEA,Industria del papel y celulosa,11486.20915509258,"Cadmium | Lead | PM2.5, primary | Arsenic | Carbon monoxide | Mercury | Nitrogen oxides (NOx)",Ránquil,14,35.93783297754865
16206,Ránquil,FORESTAL Y ASERRADEROS LEONERA LTDA.,Industria de la madera y silvicultura,80.16996469898316,Carbon monoxide | Nitrogen oxides (NOx) | Arsenic | Cadmium | Lead | Mercury,Ránquil,14,35.93783297754865
16206,Ránquil,322281,Industria de la madera y silvicultura,0.1159665481097417,Carbon monoxide | Nitrogen oxides (NOx),Ránquil,14,35.93783297754865
16206,Ránquil,ASERRADEROS NUEVA ALDEA,Industria de la madera y silvicultura,0.0175905196897982,Carbon monoxide | Nitrogen oxides (NOx),Ránquil,14,35.93783297754865
16206,Ránquil,PTAS ÑIPAS,"Captación, tratamiento y distribución de agua",0.0070362078759195,Carbon monoxide | Nitrogen oxides (NOx),Ránquil,14,35.93783297754865
08112,Hualpén,REFINERIA BIO BIO,Refinería de petróleo,38177.76139572765,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Arsenic | Cadmium | Lead | Mercury",Hualpén,15,34.60259635200805
08112,Hualpén,COGENERADORA PETROPOWER,Otras actividades,45.26051703969242,"Arsenic | Cadmium | Carbon monoxide | Lead | PM2.5, primary",Hualpén,15,34.60259635200805
08112,Hualpén,PTAS BIOBIO,"Captación, tratamiento y distribución de agua",1.17372742630181,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
08112,Hualpén,HUALPEN GAS SA,Otras actividades,0.7747290854340274,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Hualpén,15,34.60259635200805
08112,Hualpén,CLASA SA,Otras industrias manufactureras,0.4736268175970497,"Arsenic | Cadmium | Carbon monoxide | Lead | Mercury | PM10, primary | PM2.5, primary | Sulfur dioxide",Hualpén,15,34.60259635200805
08112,Hualpén,SUBESTACIÓN HUALPEN,Otras actividades,0.321625062008283,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
08112,Hualpén,CLINICA ANDES SALUD CONCEPCION S.A,Otras actividades,0.21499875979874525,"Arsenic | Cadmium | Carbon monoxide | Lead | Mercury | PM10, primary | PM2.5, primary | Sulfur dioxide | Nitrogen oxides (NOx)",Hualpén,15,34.60259635200805
08112,Hualpén,J633 - JUMBO HUALPEN,Comercio minorista,0.1921532413511751,"Carbon monoxide | Nitrogen oxides (NOx) | Arsenic | Cadmium | Lead | Mercury | PM10, primary | PM2.5, primary | Sulfur dioxide",Hualpén,15,34.60259635200805
08112,Hualpén,UNIMARC HUALPEN,Comercio minorista,0.16321600800076314,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Hualpén,15,34.60259635200805
08112,Hualpén,LIDER BIO BIO,Comercio minorista,0.1378647120022985,"Carbon monoxide | Nitrogen oxides (NOx) | Arsenic | Cadmium | Lead | Mercury | PM10, primary | PM2.5, primary | Sulfur dioxide",Hualpén,15,34.60259635200805
08112,Hualpén,M10 HUALPEN,Comercio minorista,0.13325326654381897,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Hualpén,15,34.60259635200805
08112,Hualpén,E633 - EASY CONCEPCIÓN,Comercio minorista,0.128058983341737,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
08112,Hualpén,PLANTA LIPIGAS LENGA,Otras actividades,0.10884197091353599,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary",Hualpén,15,34.60259635200805
08112,Hualpén,M10 HUALPEN II,Comercio minorista,0.09173837010249504,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Hualpén,15,34.60259635200805
08112,Hualpén,SUPER BODEGA ACUENTA HUALPEN II,Comercio minorista,0.05516156515819059,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Hualpén,15,34.60259635200805
08112,Hualpén,CS7 HUALPEN,Otras actividades,0.0503968389112734,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
08112,Hualpén,ASU HUALPEN,"Industria química, de plástico y caucho",0.0490440441827481,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
08112,Hualpén,SUPER BODEGA ACUENTA HUALPEN,Comercio minorista,0.04680655632590009,"Carbon monoxide | Nitrogen oxides (NOx) | PM10, primary | PM2.5, primary | Sulfur dioxide",Hualpén,15,34.60259635200805
08112,Hualpén,PLANTA LENGA,"Industria química, de plástico y caucho",0.033070177016821,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
08112,Hualpén,PEAS LA FLORESTA,"Captación, tratamiento y distribución de agua",0.0255062535502083,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
08112,Hualpén,PEAS LENGA,"Captación, tratamiento y distribución de agua",0.0255062535502083,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
08112,Hualpén,PEAS HUALPENCILLO,"Captación, tratamiento y distribución de agua",0.0246267275657183,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
08112,Hualpén,HUALPENCILLO,Otras actividades,0.024222145612852297,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
08112,Hualpén,PEAS PEÑUELAS,"Captación, tratamiento y distribución de agua",0.0202290976432682,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
08112,Hualpén,PEAS RESIDENCIAL BIO BIO,"Captación, tratamiento y distribución de agua",0.0202290976432682,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
08112,Hualpén,PLANTA CONCEPCION,Otras industrias manufactureras,0.0185579982727378,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
08112,Hualpén,NEPHROCARE HUALPEN,Otras actividades,0.0142483209487374,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
08112,Hualpén,F 697 COLON,Comercio minorista,0.013984463153389599,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
08112,Hualpén,PETROQUIM S.A.,"Industria química, de plástico y caucho",0.008791741740961399,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
08112,Hualpén,CAS MUTUAL DE SEGURIDAD CONCEPCION,Otras actividades,0.00314116423032116,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
08112,Hualpén,PLANTA CONCEPCION,Otras actividades,0.00101145488216342,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
08112,Hualpén,Construmart Hualpén,Comercio minorista,5.27715590693956e-4,Carbon monoxide | Nitrogen oxides (NOx),Hualpén,15,34.60259635200805
